"Y","MelB","RafP","RafB","RafC","RafD","RafE","RafA1","RafA2","MelR","AgaR","AgaR2","RafR","RafS","RafQ","ScrP","BtGH97b","AgaL"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","1"
"1","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","1"
"1","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","1","1","0","1","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1","0","0","1","1","1","0","1","1","0","1","1","0","1","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","0","1","1","0","1","0","0","1","0","1","0","0"
"1","0","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0"
"1","0","1","1","1","1","0","1","1","0","1","0","0","0","0","1","0","0"
"1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
